Official Name of Satellite,Country of Operator/Owner,Users,Purpose,Class of Orbit,Longitude of Geosynchronous Orbit (Degrees),Perigee (Kilometers),Apogee (Kilometers),Eccentricity,Inclination (Degrees),Period (Minutes),Launch Mass (Kilograms),Date of Launch,Expected Lifetime (Years),order,,,
Beidou IGSO-5,China,Military/Government,Navigation/Global Positioning,GEO,104.21,35708,35864,0.00185,55.16,1436.08,4200,12/1/2011,8,1077,,,
Beidou IGSO-6,China,Military/Government,Navigation/Global Positioning,GEO,100.3,35676,35890,0.00254,54.97,1435.92,4200,3/30/2016,8,1078,,,
Helios 2A,France/Italy/Belgium/Spain/Greece,Military,Earth Observation,LEO,0,681,683,0.000142,98.1,98,4200,12/18/2004,5,1079,,,
Helios 2B,France/Italy/Belgium/Spain/Greece,Military,Earth Observation,LEO,0,679,682,0.000213,98.1,98.37,4200,12/18/2009,5,1080,,,
USA 200,USA,Military,Earth Observation,Elliptical,0,1112,37580,0.709,63.56,684,4200,3/13/2008,,1081,,,
USA 259,USA,Military,Earth Observation,Elliptical,0,2103,37746,0.678,62.85,707.55,4200,12/13/2014,,1082,,,
Garuda-1,Indonesia/Philippines/Thailand,Commercial,Communications,GEO,123.03,35774,35801,0.00032,1.22,1436.16,4291,2/12/2000,12,1083,,,
DirecTV-4S,USA,Commercial,Communications,GEO,-101.15,35780,35792,0.000142,0.05,1436.09,4300,11/27/2001,15,1084,,,
DirecTV-5,USA,Commercial,Communications,GEO,-110.05,35773,35799,0.000308,0.07,1436.08,4300,5/7/2002,15,1085,,,
Eutelsat 7A,Multinational,Commercial,Communications,GEO,7.06,35769,35802,0.000391,0.06,1436.07,4300,3/15/2004,15,1086,,,
Fermi Gamma-Ray Space Telescope,USA,Government,Space Science,LEO,0,537,556,0.00137,25.6,95.6,4303,6/11/2008,,1087,,,
AMC-16,USA,Commercial,Communications,GEO,-84.98,35780,35793,0.000154,0.02,1436.1,4312,12/17/2004,15,1088,,,
Echostar 12,USA,Commercial,Communications,GEO,-61.63,35782,35791,0.000107,0.06,1436.11,4328,7/17/2003,18,1089,,,
Astra 1KR,Luxembourg,Commercial,Communications,GEO,19.16,35766,35807,0.000486,0.08,1436.1,4332,4/20/2006,15,1090,,,
Echostar 10,USA,Commercial,Communications,GEO,-110.07,35780,35792,0.000142,0.06,1436,4333,2/15/2006,15,1091,,,
JCSat 10,Japan,Commercial,Communications,GEO,127.51,35772,35801,0.000344,1.19,1436.1,4400,8/11/2006,15,1092,,,
JCSat 9,Japan,Commercial,Communications,GEO,132.04,35776,35797,0.000249,0.01,1436.1,4400,4/12/2006,12,1093,,,
Sicral 2/Syracuse 3C,France/Italy,Military,Communications,GEO,37,35770,35800,0.000356,0,1436,4400,4/26/2015,15,1094,,,
Sirius 4,Sweden,Commercial,Communications,GEO,4.85,35776,35795,0.000225,0.04,1436.1,4400,11/17/2007,15,1095,,,
Koreasat 5,South Korea,Military/Commercial,Communications,GEO,113.08,35780,35792,0.000142,0.02,1436.1,4450,8/22/2006,,1096,,,
Yamal-402,Russia,Commercial,Communications,GEO,55,35784,35789,5.93E-05,0.06,1436.11,4463,12/8/2012,11,1097,,,
Galaxy-11,USA,Commercial,Communications,GEO,-55.5,35785,35795,0.000119,0.05,1436.11,4488,1/21/1999,14,1098,,,
USA 139,USA,Military,Earth Observation,GEO,-14.5,35560,36013,0.00537,7.72,1436.14,4500,5/9/1998,,1099,,,
USA 171,USA,Military,Earth Observation,GEO,95.4,35589,35984,0.00468,3.2,1436.1,4500,9/9/2003,,1100,,,
Anik F1R,Canada,Commercial,Communications,GEO,-107.3,35777,35795,0.000213,0.02,1436.1,4500,9/9/2005,15,1101,,,
AsiaSat-8,China,Commercial,Communications,GEO,105.5,35781,35793,0.000142,0.07,1436.1,4500,8/5/2014,15,1102,,,
Astra 1L,Luxembourg,Commercial,Communications,GEO,19.3,35772,35798,0.000308,0.05,1436.03,4500,5/4/2007,15,1103,,,
JCSat 13,Japan,Commercial,Communications,GEO,124,35780,35791,0.00013,0.05,1436.03,4500,5/15/2012,15,1104,,,
JCSat 14,Japan,Commercial,Communications,GEO,154,35861,35924,0.000745,0.02,1441.5,4500,5/6/2016,15,1105,,,
NSS-7,Netherlands,Commercial,Communications,GEO,-21,35775,35798,0.000273,0.08,1436.12,4500,4/16/2002,14,1106,,,
USA 230,USA,Military,Earth Observation,GEO,-96.84,35778,35795,0.000202,6.45,1436.11,4500,5/7/2011,12,1107,,,
USA 241,USA,Military,Earth Observation,GEO,,35770,35790,0.000237,6.45,1436.11,4500,3/19/2013,12,1108,,,
Worldview 1,USA,Commercial,Earth Observation,LEO,0,491,494,0.000219,97.3,94.5,4500,9/18/2007,7.25,1109,,,
USA 99,USA,Military,Communications,GEO,-38.9,35754,35819,0.000771,5.99,1436.13,4536,2/7/1994,10,1110,,,
USA 115,USA,Military,Communications,GEO,3.94,35765,35809,0.000522,0.35,1436.13,4536,11/6/1995,10,1111,,,
USA 157,USA,Military,Communications,GEO,-67.9,35764,35768,4.75E-05,4.5,1435.04,4536,2/27/2001,12,1112,,,
USA 164,USA,Military,Communications,GEO,3.92,35753,35820,0.000795,3.45,1436.12,4536,1/16/2002,12 hrs.,1113,,,
USA 169,USA,Military,Communications,GEO,-89.98,35768,35806,0.000451,0.82,1436.13,4536,4/8/2003,12,1114,,,
Amazonas-1,Spain,Commercial,Communications,GEO,-61.02,35776,35797,0.000249,0.04,1436.1,4545,8/4/2004,15,1115,,,
NSS-6,Netherlands,Commercial,Communications,GEO,95.04,35776,35797,0.000249,0.02,1436.12,4575,12/17/2002,,1116,,,
ChinaSat 6B,China,Commercial/Government,Communications,GEO,115.58,35777,35797,0.000237,0.05,1436.1,4600,7/6/2007,15,1117,,,
Eutelsat 7 West A,Multinational,Commercial,Communications,GEO,-7,35774,35799,0.000297,0.06,1436.09,4600,9/24/2011,15,1118,,,
Gaofen 4,China,Government,Earth Observation,GEO,,35792,35796,4.74E-05,0.6,1436.1,4600,12/28/2015,8,1119,,,
Skynet 5C,United Kingdom,Military,Communications,GEO,-17.83,35770,35803,0.000391,0.53,1436.1,4600,6/12/2008,,1120,,,
Thor-7,Norway,Commercial,Communications,GEO,-1,35727,35741,0.000166,0,1433.4,4600,4/26/2015,15,1121,,,
Arabsat 5C,Multinational,Government,Communications,GEO,19.99,35766,35805,0.000463,0.06,1436.06,4630,9/21/2011,15,1122,,,
Skynet 5B,United Kingdom,Military,Communications,GEO,52.8,35700,35803,0.00122,0.07,1436.1,4635,11/14/2007,15,1123,,,
Skynet 5D,United Kingdom,Military,Communications,GEO,25,35786,35793,8.30E-05,0.07,1436.24,4638,12/19/2012,15,1124,,,
Galaxy-16,USA,Commercial,Communications,GEO,-99.02,35775,35798,0.000273,0.01,1436.1,4640,6/18/2006,15,1125,,,
Telstar 18,Multinational,Commercial,Communications,GEO,138.04,35778,35795,0.000202,0.01,1436.1,4640,6/29/2004,13,1126,,,
Galaxy-18,USA,Commercial,Communications,GEO,-123.02,35774,35798,0.000285,0.02,1436.1,4642,5/21/2008,15,1127,,,
Echostar 8 ,USA,Commercial,Communications,GEO,-76.97,35783,35789,7.12E-05,0.01,1436.1,4660,8/21/2002,12,1128,,,
Apstar 6,China,Commercial,Communications,GEO,134.04,35778,35794,0.00019,0.01,1436.08,4680,4/12/2005,,1129,,,
Intelsat 904,USA,Commercial,Communications,GEO,60.05,35782,35789,8.30E-05,0.01,1436.07,4680,2/23/2002,13,1130,,,
Intelsat 907,USA,Commercial,Communications,GEO,-27.45,35770,35803,0.000391,0.02,1436.1,4685,2/15/2003,13,1131,,,
Galaxy-19,USA,Commercial,Communications,GEO,-97.08,35776,35796,0.000237,0.05,1436.1,4690,9/24/2008,15,1132,,,
Skynet 5A,United Kingdom,Military,Communications,GEO,-1.12,35771,35802,0.000368,0.07,1436.1,4700,3/11/2007,15,1133,,,
Turkmen Alem 52E/MonacoSAT,Turkmenistan/Monaco,Government/Commercial,Communications,GEO,52,35655,35784,0.00153,0,1432.69,4700,4/27/2015,15,1134,,,
XM 3,USA,Commercial,Communications,GEO,-85.04,35782,35790,9.49E-05,0.01,1436.1,4703,3/1/2005,15,1135,,,
Anik F1,Canada,Commercial,Communications,GEO,-107.27,35778,35793,0.000178,0.02,1436.08,4710,11/21/2000,15,1136,,,
Anik F3,Canada,Commercial,Communications,GEO,-118.69,35778,35794,0.00019,0.01,1436.1,4715,4/9/2007,15,1137,,,
Intelsat 901,USA,Commercial,Communications,GEO,-18.01,35775,35798,0.000273,0.01,1436.12,4723,6/9/2001,13,1138,,,
Intelsat 902,USA,Commercial,Communications,GEO,62.05,35775,35797,0.000261,0.02,1436.1,4723,8/30/2001,13,1139,,,
Intelsat 903,USA,Commercial,Communications,GEO,-34.55,35773,35802,0.000344,0.02,1436.16,4723,3/30/2002,13,1140,,,
Intelsat 905,USA,Commercial,Communications,GEO,-24.52,35768,35805,0.000439,0.01,1436.12,4723,6/5/2002,13,1141,,,
Intelsat 906,USA,Commercial,Communications,GEO,64.19,35775,35796,0.000249,0.01,1436.07,4723,9/6/2002,13,1142,,,
WildBlue 1,USA,Commercial,Communications,GEO,-111.09,35776,35796,0.000237,0.01,1436.1,4735,12/8/2006,12,1143,,,
Chandra X-Ray Observatory (CXO),USA,Government,Space Science,Elliptical,0,9999,138825,0.797,28.5,3808.92,4742,7/23/1999,5,1144,,,
Nimiq 5,Canada,Commercial,Communications,GEO,-72.7,35700,35700,0,0.01,1436.1,4745,9/17/2009,15,1145,,,
Nimiq 6,Canada,Commercial,Communications,GEO,-91.1,35764,35809,0.000534,0.04,1436.09,4745,5/18/2012,15,1146,,,
Intelsat 1R,USA,Commercial,Communications,GEO,-44.96,35785,35788,3.56E-05,0.06,1436.11,4793,11/15/2000,15,1147,,,
Optus and Defence C1,Australia,Military/Commercial,Communications,GEO,156.06,35773,35799,0.000308,0.02,1436.08,4800,6/12/2003,15,1148,,,
Kizuna,Japan,Government,Technology Development,GEO,143.05,35776,35796,0.000237,0.02,1436.1,4850,2/23/2008,,1149,,,
Nimiq 4,Canada,Commercial,Communications,GEO,-81.96,35779,35794,0.000178,0.01,1436.1,4850,9/19/2008,15,1150,,,
Terra,USA/Canada/Japan,Government,Earth Observation,LEO,0,702,703,7.07E-05,98.2,98.8,4854,12/18/1999,6,1151,,,
Galaxy-3C,USA,Commercial,Communications,GEO,-95.02,35784,35788,4.74E-05,0.01,1436.11,4860,6/15/2002,15,1152,,,
Turksat 4A,Turkey,Commercial,Communications,GEO,50,35776,35797,0.000249,0.01,1436.08,4869,2/14/2014,15,1153,,,
Eutelsat Hot Bird 13C,Multinational,Commercial,Communications,GEO,0.99,35786,35787,1.19E-05,0.06,1436.09,4880,12/20/2008,15,1154,,,
Eutelsat Hot Bird 13D,Multinational,Commercial,Communications,GEO,-0.07,35766,35806,0.000474,0.06,1436.07,4892,2/11/2009,15,1155,,,
Eutelsat Hot Bird 13B,Multinational,Commercial,Communications,GEO,13.08,35759,35812,0.000629,0.02,1436.06,4900,8/4/2006,15,1156,,,
Measat 3,Malaysia,Commercial,Communications,GEO,91.54,35778,35794,0.00019,0,1436.1,4900,12/11/2006,15,1157,,,
Telstar 12V,Canada,Commercial,Communications,GEO,-15,35645,35727,0.000975,0.1,1436.1,4900,11/24/2015,15,1158,,,
Anik G1,Canada,Commercial,Communications,GEO,-107.3,35773,35799,0.000308,0.01,1436.08,4905,4/15/2013,15,1159,,,
Badr 5A,Multinational,Government,Communications,GEO,30.5,35605,35623,0.000214,0.03,1427.27,4940,6/26/2010,15,1160,,,
Telstar 14R,Canada,Commercial,Communications,GEO,-63,35783,35791,9.49E-05,0.02,1436.1,4970,5/20/2011,15,1161,,,
USA 261,USA,Military,Technology Development,LEO,0,309,322,0.00119,38,90.83,4990,5/20/2015,,1162,,,
USA 202,USA,Military,Earth Observation,GEO,44,35714,35937,0.00264,2.89,1438.8,5000,1/18/2009,,1163,,,
USA 268,USA,Military,Earth Observation,GEO,103,35613,35903,0.00344,7.51,1437.19,5000,6/11/2016,,1166,,,
Eutelsat 172A,Multinational,Commercial,Communications,GEO,172.06,35772,35799,0.00032,0.01,1436.1,5000,12/29/2005,16,1167,,,
Cosmos 2473,Russia,Military,Communications,GEO,79.9,35782,35790,9.49E-05,0.09,1436.1,5000,9/20/2011,,1168,,,
Cosmos 2513,Russia,Military,Communications,GEO,,35783,35805,0.000261,0,1436.1,5000,12/10/2015,,1169,,,
Cosmos 2455,Russia,Military,Earth Observation,LEO,0,900,911,0.000756,67.2,103.1,5000,11/20/2009,,1170,,,
Cosmos 2502,Russia,Military,Earth Observation,LEO,0,901,910,0.000619,67.15,103.11,5000,12/23/2014,,1171,,,
Sinosat-6,China,Commercial,Communications,GEO,0,35794,35796,2.37E-05,0.3,1436.1,5000,9/4/2010,15,1172,,,
Superbird 7,Japan,Commercial,Communications,GEO,143.77,35778,35794,0.00019,0.12,1436.1,5000,8/14/2008,15,1173,,,
TKSat-1,Bolivia,Government,Communications,GEO,-87.2,35773,35799,0.000308,0.27,1436.07,5000,12/20/2013,,1174,,,
Turksat 4B,Turkey,Commercial,Communications,GEO,50,35787,35805,0.000213,0.03,1436.57,5000,10/16/2015,15,1175,,,
Zhongxing 10,China,Government,Communications,GEO,110.5,35775,35797,0.000261,0.17,1436.05,5000,6/20/2011,15,1176,,,
Apstar 7,China,Commercial,Communications,GEO,76.5,35864,35874,0.000118,0.03,1440.31,5054,3/31/2012,15,1177,,,
ST-2,Singapore/Taiwan,Commercial,Communications,GEO,87.99,35783,35791,9.49E-05,0.02,1436.12,5090,5/20/2011,15,1178,,,
ChinaSat 11,China,Commercial,Communications,GEO,98,35781,35793,0.000142,0.02,1436.14,5100,5/1/2013,15,1179,,,
VeneSat 1,Venezuela,Government,Communications,GEO,-65,35777,35796,0.000225,0.21,1436.1,5100,10/29/2008,15,1180,,,
Eutelsat 48B,Multinational,Commercial,Communications,GEO,48,35777,35797,0.000237,0.09,1436.12,5102,11/10/2012,15,1181,,,
Paksat-1R,Pakistan,Government/Commercial,Communications,GEO,38,35786,35800,0.000166,0.1,1436.1,5120,8/11/2011,15,1182,,,
NigComSat-1R,Nigeria,Commercial,Communications,GEO,42.5,35793,35795,2.37E-05,0.2,1436.1,5150,12/17/2011,15,1183,,,
Thuraya 3,United Arab Emirates,Commercial,Communications,GEO,98.6,35766,35807,0.000486,5.84,1436.1,5180,1/15/2008,12,1184,,,
XM 4,USA,Commercial,Communications,GEO,-114.96,35784,35787,3.56E-05,0.01,1436.09,5193,10/30/2006,15,1185,,,
Apstar 9,China,Commercial,Communications,GEO,142,35782,35788,7.12E-05,0.12,1436.01,5200,10/16/2015,15,1186,,,
ChinaSat 1C,China,Commercial,Communications,GEO,81,35778,35796,0.000213,0.01,1436.12,5200,12/9/2015,15,1187,,,
ChinaSat 2C,China,Commercial/Government,Communications,GEO,,35787,35801,0.000166,0.5,1436.1,5200,11/3/2015,15,1188,,,
Eutelsat Hot Bird 13E,Multinational,Commercial,Communications,GEO,9,35780,35792,0.000142,0.08,1436.06,5200,1/29/2016,15,1189,,,
Zhongxing 1A,China,Military,Communications,GEO,129.84,35778,35796,0.000213,0.3,1436.13,5200,9/18/2011,,1190,,,
Zhongxing 2A,China,Military/Government,Communications,GEO,98,35781,35792,0.00013,0.19,1436.09,5200,5/26/2012,,1191,,,
Belintersat-1,Belarus,Government,Communications,GEO,51.5,35779,35792,0.000154,0.46,1436.06,5223,1/15/2016,15,1192,,,
Eutelsat 70B,Multinational,Commercial,Communications,GEO,70,35780,35800,0.000237,0.06,1436.28,5250,12/3/2012,15,1193,,,
Thuraya 2,United Arab Emirates,Commercial,Communications,GEO,44.13,35764,35807,0.00051,2.99,1436.07,5250,6/10/2003,12,1194,,,
SES-9,USA,Commercial,Communications,GEO,108.02,35787,35791,4.74E-05,0.05,1436.2,5271,3/4/2016,15,1195,,,
Hispasat 1E,Spain,Commercial,Communications,GEO,-30,35782,35786,4.74E-05,0.07,1435.95,5320,12/29/2010,15,1196,,,
Mexsat-2,Mexico,Government,Communications,GEO,-116.8,35767,35805,0.000451,7.12,1436,5325,10/2/2015,15,1197,,,
Astra 1M,Luxembourg,Commercial,Communications,GEO,19.2,35804,35852,0.000569,0.14,1438.2,5345,11/5/2008,15,1198,,,
Astra 1N,Luxembourg,Commercial,Communications,GEO,28.2,35715,35780,0.000772,0.12,1434.1,5350,8/6/2011,15,1199,,,
SkyTerra 1,USA,Commercial,Communications,GEO,-101.3,35782,35791,0.000107,6.06,1436.09,5360,11/14/2010,15,1200,,,
NSS-10,Netherlands,Commercial,Communications,GEO,-37.37,35778,35795,0.000202,0.02,1436.1,5396,2/3/2005,16,1201,,,
Eutelsat 16A,Multinational,Commercial,Communications,GEO,16,35779,35795,0.00019,0.2,1436.12,5400,10/7/2011,,1202,,,
Eutelsat 7B,Multinational,Commercial,Communications,GEO,7,35784,35794,0.000119,0.03,1436.21,5404,5/14/2013,15,1203,,,
Badr 5,Multinational,Government,Communications,GEO,26,35834,35883,0.00058,0.06,1439.76,5420,6/3/2010,15,1204,,,
Eutelsat 113 West-A,Multinational,Commercial,Communications,GEO,-113,35776,35796,0.000237,0.03,1436.1,5456,5/27/2006,15,1205,,,
INMARSAT 4 F2,United Kingdom,Commercial,Communications,GEO,-52.76,35773,35800,0.00032,2.33,1436.11,5458,11/8/2005,15,1206,,,
Amazonas-2,Spain,Commercial,Communications,GEO,-61,35767,35805,0.000451,0.03,1436.08,5465,10/1/2009,15,1207,,,
Astra 3B,Luxembourg,Commercial,Communications,GEO,23.5,35768,35806,0.000451,0.08,1436.11,5471,5/21/2010,15,1208,,,
Eutelsat 117 West A,Multinational,Commercial,Communications,GEO,-116.8,35779,35795,0.00019,0.02,1436.1,5474,3/26/2013,15,1209,,,
DirecTV-7S,USA,Commercial,Communications,GEO,-119.04,35774,35797,0.000273,0.01,1436.1,5483,5/4/2004,15,1210,,,
Galaxy-28,USA,Commercial,Communications,GEO,-88.96,35775,35798,0.000273,0.01,1436.1,5493,6/23/2005,"13 trs,",1211,,,
Badr 7,Multinational,Government,Communications,GEO,26,35768,35817,0.000581,0.1,1436,5500,11/10/2015,15,1212,,,
DirecTV-15,USA,Commercial,Communications,GEO,-103,35685,35809,0.00147,0.1,1434.07,5500,5/27/2015,15,1213,,,
DirecTV-9S,USA,Commercial,Communications,GEO,-101.08,35774,35798,0.000285,0.03,1436.1,5500,10/13/2006,15,1214,,,
Echostar 11,USA,Commercial,Communications,GEO,-109.97,35778,35793,0.000178,0.03,1436.1,5500,7/16/2008,15,1215,,,
Eutelsat 117 West B,Multinational,Commercial,Communications,GEO,-116.8,35779,35795,0.00019,0.02,1436.1,5500,6/15/2016,15,1216,,,
Zhongxing 12,China,Government,Communications,GEO,87.5,35759,35807,0.000569,0.04,1435.92,5500,11/27/2012,,1217,,,
QueztSat-1,USA,Commercial,Communications,GEO,,35774,35798,0.000285,0.02,1436.09,5514,9/29/2011,15,1218,,,
Echostar 15,USA,Commercial,Communications,GEO,-61.5,35789,35803,0.000166,0.07,1436.57,5521,7/10/2010,15,1219,,,
Intelsat 17,USA,Commercial,Communications,GEO,66,35770,35804,0.000403,0.03,1436.12,5540,11/26/2010,16,1220,,,
Intelsat 10-02,USA,Commercial,Communications,GEO,-0.95,35783,35789,7.12E-05,0.02,1436.08,5576,6/16/2004,13,1221,,,
Ciel-2,Canada,Commercial,Communications,GEO,-129,35782,35788,7.12E-05,0.05,1436.05,5585,12/10/2008,15,1222,,,
Eutelsat 36B,Multinational,Commercial,Communications,GEO,36,35786,35787,1.19E-05,0.07,1436.09,5600,11/24/2009,15,1223,,,
Intelsat 19,USA,Commercial,Communications,GEO,166,35768,35801,0.000391,0.13,1436.01,5600,6/1/2012,15,1224,,,
Intelsat 14,USA,Commercial,Communications,GEO,-45,35771,35800,0.000344,0.02,1436.05,5613,11/23/2009,16,1225,,,
Star 1 C4,Brazil,Commercial,Communications,GEO,-70,35786,35801,0.000178,0,1436.1,5634,7/15/2015,15,1226,,,
Express-AM7,Russia,Commercial,Communications,GEO,40,35777,35796,0.000225,0.01,1436.1,5720,3/18/2015,15,1227,,,
Astra 5B,Luxembourg,Commercial,Communications,GEO,31.55,35787,35793,7.12E-05,0.05,1436.26,5724,3/22/2014,15,1228,,,
Eutelsat 8 West B,Multinational,Commercial,Communications,GEO,-8,35773,35814,0.000486,0.1,1436.1,5800,8/20/2015,15,1229,,,
ETS-8,Japan,Government,Technology Development,GEO,146.06,35778,35792,0.000166,0.03,1436.04,5800,12/18/2006,,1230,,,
Measat 3B,Malaysia,Commercial,Communications,GEO,91.5,35772,35802,0.000356,0.05,1436.11,5800,9/11/2014,15,1231,,,
Sirius FM-5,USA,Commercial,Communications,GEO,-96,35774,35798,0.000285,0,1436,5800,6/30/2009,15,1232,,,
DirecTV-10,USA,Commercial,Communications,GEO,-102.74,35785,35788,3.56E-05,0.04,1436.1,5900,7/7/2007,15,1233,,,
DirecTV-11,USA,Commercial,Communications,GEO,-99.21,35786,35786,0,0.03,1436.1,5900,3/19/2008,,1234,,,
DirecTV-12,USA,Commercial,Communications,GEO,-102.8,35785,35786,1.19E-05,0.09,1436.04,5900,12/29/2009,15,1235,,,
DirecTV-14,USA,Commercial,Communications,GEO,-99,35930,35933,3.55E-05,0.02,1443.51,5900,12/6/2014,15,1236,,,
Eutelsat 10A,Multinational,Commercial,Communications,GEO,10,35781,35822,0.000486,0.03,1436.09,5900,4/3/2009,15,1237,,,
Resurs-P1,Russia,Government/Commercial,Earth Observation,LEO,0,459,472,0.000951,97.2,93.9,5900,6/25/2013,3,1238,,,
Resurs-P2,Russia,Government/Commercial,Earth Observation/Communications/Space Science,LEO,0,461,472,0.000805,97.29,93.93,5900,12/26/2014,3,1239,,,
Resurs-P3,Russia,Government/Commercial,Earth Observation,LEO,,469,472,0.000219,97.28,94.01,5900,3/13/2016,5,1240,,,
USA 195,USA,Military,Communications,GEO,0,35783,35790,8.30E-05,0,1436.1,5900,10/11/2007,,1241,,,
Anik F2,Canada,Commercial,Communications,GEO,-111.07,35781,35790,0.000107,0.01,1436.08,5910,7/18/2004,15,1242,,,
Yahsat-1A,United Arab Emirates,Military/Commercial,Communications,GEO,52.5,35743,35823,0.000949,0.04,1435.92,5953,4/22/2011,15,1243,,,
INMARSAT 4 F1,United Kingdom,Commercial,Communications,GEO,63.96,35772,35799,0.00032,2.3,1436.08,5959,3/11/2005,15,1244,,,
INMARSAT 4 F3,United Kingdom,Commercial,Communications,GEO,-97.65,35775,35798,0.000273,3.01,1436.1,5960,8/18/2008,15,1245,,,
Eutelsat 3B,Multinational,Commercial,Communications,GEO,3,35782,35791,0.000107,0.07,1436.1,5967,5/26/2014,15,1246,,,
Sirius XM-5,USA,Commercial,Communications,GEO,-85.2,35779,35795,0.00019,0.03,1436.12,5983,10/14/2010,15,1247,,,
Intelsat 21,USA,Commercial,Communications,GEO,-58,35774,35811,0.000439,0.06,1436.39,5984,8/19/2012,15,1248,,,
USA 204,USA,Military,Communications,GEO,60,35786,35787,1.19E-05,0.03,1436.12,5987,4/4/2009,,1249,,,
USA 211,USA,Military,Communications,GEO,-12,35785,35786,1.19E-05,0,1436.1,5990,12/6/2009,,1250,,,
USA 233,USA,Military,Communications,GEO,-124.5,35785,35786,1.19E-05,0.01,1436.1,5990,1/20/2012,,1251,,,
USA 243,USA,Military,Communications,GEO,-52.5,35785,35786,1.19E-05,0,1436.1,5990,5/25/2013,,1252,,,
USA 244,USA,Military,Communications,GEO,0,35785,35786,1.19E-05,0,1436.1,5990,8/8/2013,,1253,,,
USA 263,USA,Military,Communications,GEO,0,36000,36000,0,0,1436,5990,7/24/2015,,1254,,,
Spaceway F1,USA,Commercial,Communications,GEO,-102.87,35785,35787,2.37E-05,0.05,1436.1,5993,4/26/2005,12.6,1255,,,
Spaceway F2,USA,Commercial,Communications,GEO,-99.08,35785,35787,2.37E-05,0.04,1436.1,5993,11/16/2005,12.6,1256,,,
Astra 2F,Luxembourg,Commercial,Communications,GEO,28.2,35777,35795,0.000213,0.06,1436.07,6000,9/28/2012,15,1257,,,
Astra 2G,Luxembourg,Commercial,Communications,GEO,28.2,35785,35789,4.74E-05,0.09,1436.11,6000,12/27/2014,15,1258,,,
Beidou G4,China,Military/Government,Navigation/Global Positioning,GEO,160,35764,35809,0.000534,1.43,1436.1,6000,10/31/2010,,1259,,,
Yahsat-1B,United Arab Emirates,Military/Commercial,Communications,GEO,47.6,35780,35791,0.00013,0,1436.07,6000,4/23/2012,,1260,,,
SES-5,USA,Commercial,Communications,GEO,5,35783,35791,9.49E-05,0.13,1436.12,6007,7/9/2012,15,1261,,,
Sirius FM-6,USA,Commercial,Communications,GEO,-115.2,35785,35791,7.12E-05,0.08,1436.16,6020,10/25/2013,15,1262,,,
Astra 2E,Luxembourg,Commercial,Communications,GEO,28.2,35781,35793,0.000142,0.11,1436.12,6052,9/29/2013,15,1263,,,
INMARSAT 5 F1,United Kingdom,Commercial,Communications,GEO,60.3,35784,35790,7.12E-05,0.06,1436.13,6070,12/8/2013,15,1264,,,
Intelsat 20,USA,Commercial,Communications,GEO,68.5,35780,35790,0.000119,0.02,1436.03,6094,8/2/2012,18,1265,,,
Echostar 17,USA,Commercial,Communications,GEO,-107.1,35781,35794,0.000154,0.01,1436.13,6100,7/5/2012,15,1266,,,
INMARSAT 5 F3,United Kingdom,Commercial,Communications,GEO,180,35780,35780,0,0,1436.1,6100,8/28/2015,15,1267,,,
Spaceway 3,USA,Commercial,Communications,GEO,-94.93,35785,35787,2.37E-05,0.06,1436.1,6100,8/14/2007,12,1268,,,
INMARSAT 5 F2,United Kingdom,Commercial,Communications,GEO,-55,35784,35789,5.93E-05,0.03,1436,6105,2/1/2015,15,1269,,,
SES-6,USA,Commercial,Communications,GEO,-40.5,35757,35816,0.0007,0.13,1436.09,6140,6/3/2013,15,1270,,,
Eutelsat KA-SAT 9A,Multinational,Commercial,Communications,GEO,9,35714,35856,0.00168,0.13,1436.01,6150,12/26/2010,15,1271,,,
USA 235,USA,Military,Communications,GEO,-120,35772,35801,0.000344,2.34,1436.1,6169,5/3/2012,14,1272,,,
USA 246,USA,Military,Communications,GEO,,35700,35803,0.00122,4.2,1436.1,6169,9/18/2013,14,1273,,,
Intelsat 22,USA,Commercial,Communications,GEO,72,35781,35792,0.00013,0.03,1436.11,6199,3/25/2012,18,1274,,,
Intelsat 30/DLA 1,USA,Commercial,Communications,GEO,-95,35776,35793,0.000202,0.03,1435.97,6220,10/16/2014,15,1275,,,
Amazonas-3,Spain,Commercial,Communications,GEO,-61,35781,35791,0.000119,0.03,1436.05,6265,2/7/2013,15,1276,,,
Echostar 18,USA,Commercial,Communications,GEO,-109.9,35692,35788,0.00114,0.08,1436.3,6300,6/19/2016,15,1277,,,
ABS-2,Multinational,Commercial,Communications,GEO,75,35778,35793,0.000178,0.08,1436.03,6330,2/6/2014,15,1278,,,
Echostar 14,USA,Commercial,Communications,GEO,-119,35785,35789,4.74E-05,0.05,1436.11,6384,3/20/2010,15,1279,,,
NBN-1A,Australia,Commercial,Communications,GEO,150,35744,35777,0.000392,0.07,1434.76,6440,9/30/2015,,1280,,,
Intelsat 31/DLA 2,USA,Commercial,Communications,GEO,-95,35580,35860,0.00333,0.01,1435.1,6450,6/9/2016,20,1281,,,
Intelsat 29E,USA,Commercial,Communications,GEO,-50,35785,35788,3.56E-05,0.09,1436.11,6500,1/27/2016,15,1282,,,
USA 238,USA,Military,Earth Observation,LEO,0,1012,1203,0.0128,63.4,107.4,6500,9/13/2012,,1283,,,
USA 238,USA,Military,Earth Observation,LEO,0,1012,1203,0.0128,63.4,107.4,6500,9/13/2012,,1284,,,
